nama_daerah,Latitude,Longitude
KOTA SUKABUMI,-6.918.366,106.931.496,,,,,,,,,,,,
KOTA SUKABUMI,-6.918.366,106.931.496,,,,,,,,,,,,
KOTA SUKABUMI,-6.918.366,106.931.496,,,,,,,,,,,,
KOTA SUKABUMI,-6.918.366,106.931.496,,,,,,,,,,,,
KOTA SUKABUMI,-6.918.366,106.931.496,,,,,,,,,,,,
KOTA SUKABUMI,-6.918.366,106.931.496,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA BANDUNG,-6.910.786,107.609.757,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA CIREBON,-6.707.076,108.557.818,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA BEKASI,-6.236.221,106.994.293,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA DEPOK,-6.394.473,106.822.692,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA CIMAHI,-687.121,107.555.486,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA TASIKMALAYA,-7.316.436,1.081.971,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KOTA BANJAR,-7.362.487,10.855.887,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN BOGOR,-65.517.758,1.066.291.304,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
KABUPATEN SUKABUMI,-68.791.499,1.069.474.101,,,,,,,,,,,,
